-0.33834,-0.58198,1.3498,-0.8415
0.16502,-0.79244,0.97841,-0.53386
-1.6161,-1.1619,-0.4307,-0.12764
-1.6575,-2.0742,-1.1511,-1.2783
-0.28026,-2.6872,0.081376,0.40297
-0.81304,-1.9215,0.28594,-0.74085
0.4013,-0.57712,-0.17743,-0.030888
0.56935,-0.73738,0.092055,-0.87276
0.96908,-1.1195,0.42894,-1.1011
0.88516,-1.3164,-0.03128,0.63269
0.32311,-2.0052,-0.11188,-1.4592
0.50317,-2.2366,-0.74156,-0.033873
0.4448,-2.6898,0.38412,0.36009
0.39568,-1.7891,-0.36033,-0.55698
-0.16567,-2.4129,0.8602,-0.57557
-1.0588,-2.8628,0.061964,0.90611
-1.8099,-2.9398,0.16635,0.83946
-0.6945,-2.7812,-0.011779,0.73088
-0.49135,-4.0473,0.22009,0.20126
-0.78218,-2.7451,-0.40621,-0.40782
-1.3873,-2.6873,-1.4225,0.30824
-0.58159,-3.0539,-0.31019,0.61358
0.0096189,-3.5455,0.78993,-0.52035
0.13578,-3.2243,-0.020083,0.026368
-0.23987,-1.9817,-0.053123,1.2978
0.77512,-1.1949,-0.048586,0.041064
0.47251,-2.012,-1.8548,0.30561
0.15641,-2.2787,-1.7717,1.6576
1.0346,-1.1567,-2.3658,1.1788
-0.20905,-1.0411,-3.4318,1.1472
-0.9766,-1.1755,-1.3257,-0.018726
-0.14652,-1.2929,-2.5966,-1.041
-0.28172,-1.7194,-2.3862,-1.0918
-0.36703,-1.8092,-2.504,0.08717
0.8123,-1.8542,-1.9102,-0.59934
1.527,-1.1972,-2.9592,0.78402
2.0725,-1.3368,-3.5599,0.089206
1.9196,-1.9111,-2.17,1.1367
2.6341,-1.5551,-1.9672,-0.85739
2.7405,-1.7313,-0.52723,-0.93626
0.13133,-1.4573,-1.1182,-1.3855
-0.089255,-1.5961,0.13237,-0.86388
1.9736,-1.212,0.58443,-0.11069
1.8173,-1.4591,-0.47962,0.29924
1.9225,-1.0773,-0.49647,-0.61636
1.2255,-0.94372,0.24503,-0.48421
1.077,-1.5386,0.62984,-0.28204
0.86702,-1.3677,0.93139,-0.83843
0.80284,-0.78896,0.83881,-0.30781
1.5979,-1.1562,1.0385,-0.53247
2.1092,-2.0974,1.7336,-0.29122
1.8558,-1.6583,2.1215,0.070784
-0.49346,-2.1075,1.9261,0.81718
-0.31473,-0.6932,2.388,0.36174
0.28156,-2.202,2.6106,0.48181
0.31232,-2.2299,3.8921,0.47672
1.6606,-0.89688,2.8322,0.53316
1.4607,-0.83955,2.67,-0.47458
0.83636,-1.1143,2.3552,0.21167
0.059811,-0.40746,2.5399,-0.74861
-0.0039301,0.15056,2.3373,-0.13315
1.4193,0.18376,1.8879,-0.071496
0.87166,0.3271,-0.24037,-0.21819
1.5215,0.0063156,2.1628,0.29432
0.80177,1.0336,1.8291,0.53578
-0.040365,0.55501,1.5981,-1.0571
0.68982,-0.54003,2.015,0.63972
-0.38217,-0.71051,0.8059,-0.0084908
-0.19128,-2.1257,2.0583,-1.0327
0.59571,-2.0619,1.1203,0.21445
0.45583,-0.99433,1.3292,0.52903
-0.012186,-1.5687,2.1396,0.56126
-0.85976,-1.827,0.84352,0.19859
0.18412,-1.6219,1.6149,0.95414
-0.74644,-3.0503,1.2734,0.89583
-1.7605,-1.8515,1.8719,1.2857
-0.1631,-1.6284,2.0227,1.2468
-0.33626,-1.6835,1.2699,-0.46405
0.22956,-0.97704,0.75687,0.45633
0.15654,-1.3492,0.88014,-0.096761
-0.17927,-1.9584,0.81902,-0.60349
0.55394,-1.2522,2.291,0.5732
0.85188,-1.68,2.0044,-0.35334
1.9636,-1.933,0.5583,0.40471
2.9766,-2.8666,0.82015,-0.19057
1.4257,-0.94841,1.2483,0.21233
1.8751,-1.9613,1.4849,1.2633
1.56,-0.96944,0.6138,0.31005
1.3373,-0.71431,0.4594,0.50422
1.2616,-1.1818,-0.060467,0.56009
-0.34021,-1.0397,-0.2359,1.7113
-0.85156,-1.1533,-0.87614,1.4285
-0.26395,-2.8203,-1.2631,-0.31029
-0.72647,-1.9083,-1.0091,0.57424
-0.63621,-2.8929,-2.0948,-0.5819
-0.13143,-3.3763,-1.7371,-1.5732
0.73941,-2.8893,0.36184,-0.38816
-0.35531,-2.8983,-1.1143,-0.68733
-0.48036,-2.5688,-1.0228,-0.68145
-1.4232,-2.6841,-0.45369,-0.37503
-2.3216,-4.6399,1.2144,-0.28309
-2.3511,-3.1766,0.64183,-0.10164
